Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Other_promotion;Link;screenshot_name
Loa Bluetooth Marshall Kilburn II;Đen Vàng;Yes;8830000;7790000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 1,040,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 840,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-kilburn-ii;Skipped
Loa Bluetooth Marshall Middleton;Kem;Yes;8830000;6990000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 1,840,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 1,540,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-middleton;Skipped
Loa Bluetooth Marshall Acton II;Trắng;No;7845000;7845000;2026-01-18;;;;https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-acton-ii;Skipped
Loa Bluetooth Marshall Kilburn III;Kem;Yes;10490000;10490000;2026-01-18;"Khuyến mãi được hưởng

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Emberton II;Kem;Yes;4899000;3690000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 1,209,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 1,009,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-emberton-ii;Skipped
Loa Bluetooth Marshall Acton III;Nâu;No;7850000;7070000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 780,000đ

Tặng phiếu mua hàng 250,000đ

Khuyến mãi 2

Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-acton-iii;Skipped
Loa Bluetooth Marshall Emberton III;Xanh xô thơm;Yes;5300000;4770000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 530,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 410,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-emberton-iii;Skipped
Loa Bluetooth Marshall Marshall Willen II;Kem;No;2990000;2691000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 299,000đ

Khuyến mãi 2

Tặng túi lộc 100,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Khuyến mãi 3

Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-willen-ii;Skipped
Loa Bluetooth Marshall Middleton II;Kem;Yes;8990000;8290000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 700,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 300,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-middleton-ii;Skipped
Loa Bluetooth Marshall Stanmore III;Nâu;No;11780000;10602000;2026-01-18;"Khuyến mãi 1

Tặng túi lộc 1,178,000đ

Tặng phiếu mua hàng 500,000đ

Khuyến mãi 2

Trả góp 0%";"Giảm đến 1,000,000 đồng cho đơn hàng từ 3 triệu khi trả góp qua thẻ Techcombank MasterCard

HSD: 28/02/2026

Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026

Giảm ngay 10% tối đa 500.000đ cho đơn hàng khi thanh toán 100% qua thẻ tín dụng MBBank MasterCard.

HSD: 31/01/2026

Giảm ngay 500.000đ cho đơn từ 10 triệu khi thanh toán qua thẻ Sacombank.

HSD: 28/02/2026

Giảm ngay 200.000đ cho đơn từ 20,2 triệu khi trả góp 100% qua thẻ tín dụng Techcombank Visa.

HSD: 31/01/2026




Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 31/01/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026";"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-stanmore-iii;Skipped
