retailer,original_name,original_specs,product_key,product_name,category,variant_storage,variant_color,price,stock,url,Promotion Details,Payment Promo,Other Promo,Voucher
FPT Shop,iPhone 13 128GB,,iphone_13,iPhone 13 128GB,iPhone,128GB,,12290000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-13,"Khuyến mãi được hưởng

Tặng túi lộc 2,400,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 15 128GB,,iphone_15,iPhone 15 128GB Hồng,iPhone,128GB,Hồng,16790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-15,"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 14 128GB,,iphone_14,iPhone 14 128GB Xanh Dương,iPhone,128GB,Xanh Dương,13890000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-14,"Khuyến mãi được hưởng

Tặng túi lộc 3,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 128GB,,iphone_16,iPhone 16 128GB Trắng,iPhone,128GB,Trắng,19690000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16,"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus 128GB Hồng,iPhone,128GB,Hồng,23790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16-plus,"Khuyến mãi được hưởng

Tặng túi lộc 2,200,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 13 128GB,,iphone_13,iPhone 13 128GB,iPhone,128GB,,12290000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-13,"Khuyến mãi được hưởng

Tặng túi lộc 2,400,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 15 128GB,,iphone_15,iPhone 15 128GB Xanh Dương,iPhone,128GB,Xanh Dương,16790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-15,"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 Pro 128GB,,iphone_16_pro,iPhone 16 Pro 128GB Titan Trắng,iPhone,128GB,Titan Trắng,,No,https://fptshop.com.vn/dien-thoai/iphone-16-pro,,,,
FPT Shop,iPhone 14 128GB,,iphone_14,iPhone 14 128GB,iPhone,128GB,,13890000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-14,"Khuyến mãi được hưởng

Tặng túi lộc 3,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 128GB,,iphone_16,iPhone 16 128GB Xanh Lưu Ly,iPhone,128GB,Xanh Lưu Ly,19790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16,"Khuyến mãi được hưởng

Tặng túi lộc 2,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus 128GB Trắng,iPhone,128GB,Trắng,23790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16-plus,"Khuyến mãi được hưởng

Tặng túi lộc 2,200,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%",,"Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 13 128GB,,iphone_13,iPhone 13 128GB,iPhone,128GB,,12290000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-13,"Khuyến mãi được hưởng

Tặng túi lộc 2,400,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 15 128GB,,iphone_15,iPhone 15 128GB,iPhone,128GB,,16790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-15,"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 Pro 128GB,,iphone_16_pro,iPhone 16 Pro 128GB Titan Tự Nhiên,iPhone,128GB,Titan Tự Nhiên,25590000.0,No,https://fptshop.com.vn/dien-thoai/iphone-16-pro,,,,
FPT Shop,iPhone 14 128GB,,iphone_14,iPhone 14 128GB,iPhone,128GB,,13890000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-14,"Khuyến mãi được hưởng

Tặng túi lộc 3,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 128GB,,iphone_16,iPhone 16 128GB Đen,iPhone,128GB,Đen,19790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16,"Khuyến mãi được hưởng

Tặng túi lộc 2,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 16 Plus 128GB,,iphone_16_plus,iPhone 16 Plus 128GB Xanh Lưu Ly,iPhone,128GB,Xanh Lưu Ly,23790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16-plus,"Khuyến mãi được hưởng

Tặng túi lộc 2,200,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
FPT Shop,iPhone 13 128GB,,iphone_13,iPhone 13 128GB Hồng,iPhone,128GB,Hồng,12290000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-13,"Khuyến mãi được hưởng

Tặng túi lộc 2,400,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 15 128GB,,iphone_15,iPhone 15 128GB Vàng,iPhone,128GB,Vàng,16790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-15,"Khuyến mãi được hưởng

Tặng túi lộc 2,800,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu",
FPT Shop,iPhone 16 Pro 128GB,,iphone_16_pro,iPhone 16 Pro 128GB Titan Đen,iPhone,128GB,Titan Đen,25590000.0,No,https://fptshop.com.vn/dien-thoai/iphone-16-pro,,,,
FPT Shop,iPhone 14 128GB,,iphone_14,iPhone 14 128GB,iPhone,128GB,,13990000.0,No,https://fptshop.com.vn/dien-thoai/iphone-14,,,,
FPT Shop,iPhone 16 128GB,,iphone_16,iPhone 16 128GB Hồng,iPhone,128GB,Hồng,19790000.0,Yes,https://fptshop.com.vn/dien-thoai/iphone-16,"Khuyến mãi được hưởng

Tặng túi lộc 2,700,000đ áp dụng đến 14/02

Đặc quyền tặng gói dịch vụ Apple Music và Fitness+ 3 tháng 


Lì xì đến 1,000,000đ mua Gia Dụng, Điện Máy 


Lì xì 500,000đ mua Tai nghe AirPods 


Lì xì 1,000,000đ mua Apple Watch SE 3 và Series 11 


Lì xì thêm đến 2,5 triệu khi mua kèm SIM FPT 


Trả góp 0%","Giảm ngay 800,000đ cho đơn từ 8 triệu khi thanh toán qua thẻ Visa SCB.

HSD: 30/06/2026




Giảm ngay 500,000đ cho đơn hàng từ 10 triệu khi thanh toán bằng thẻ OCB

HSD: 28/02/2026

Giảm ngay 50% tối đa 100.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua Kredivo

HSD: 28/02/2026

Giảm ngay 300,000đ cho đơn hàng từ 6 triệu cho khách hàng đăng ký mới và thanh toán lần đầu qua Kredivo

HSD: 28/02/2026

Giảm ngay 5% tối đa 50,000đ cho Khách hàng thân thiết khi thanh toán qua HomePayLater.

HSD: 31/03/2026

Giảm ngay 20% tối đa 50.000đ cho Khách hàng mới Hoặc Giảm 5% tối đa 200,000đ đơn hàng từ 700.000đ khi thanh toán qua HomePayLater

HSD: 31/03/2026","Quà tặng và ưu đãi khác

Tặng phiếu mua hàng 50,000đ khi mua sim FPT kèm máy 


Ưu đãi

Giảm 5% mua camera cho đơn hàng Điện thoại/ Tablet, Điện máy từ 1 triệu 


Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng",
