retailer,original_name,original_specs,product_key,product_name,category,variant_storage,variant_color,price,stock,url,Promotion Details,Payment Promo,Other Promo,Voucher
CellphoneS,iPhone 12 Pro Max 128GB,,iphone_12_pro_max,iPhone 12 Pro Max 128GB,iPhone,128GB,,28990000.0,No,https://cellphones.com.vn/iphone-12-pro-max.html,,,,
CellphoneS,Tai nghe Bluetooth Apple AirPods Pro 2 2023 USB-C,,airpods_pro_2,AirPods Pro 2 Trắng,Audio,,Trắng,4990000.0,No,https://cellphones.com.vn/apple-airpods-pro-2-usb-c.html,,,,
CellphoneS,Tai nghe Bluetooth Apple AirPods Pro 3 2025 Type-C (MFHP4ZP/A),,airpods_pro_3,AirPods Pro 3 Trắng,Audio,,Trắng,6190000.0,No,https://cellphones.com.vn/apple-airpods-pro-3.html,,,,
CellphoneS,iPhone 12 Pro Max 128GB,,iphone_12_pro_max,iPhone 12 Pro Max 128GB Xám Không Gian,iPhone,128GB,Xám Không Gian,28990000.0,No,https://cellphones.com.vn/iphone-12-pro-max.html?product_id=27423,,,,
CellphoneS,iPhone 13 128GB,,iphone_13,iPhone 13 128GB,iPhone,128GB,,11990000.0,No,https://cellphones.com.vn/iphone-13.html,,Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 205 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 52 ngày              Chi tiết   Giảm 500K khi thanh toán qua thẻ tín dụng OCB                Kết thúc sau 21 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết,,
CellphoneS,Tai nghe Bluetooth Apple AirPods 4,,airpods_4,AirPods 4 Trắng,Audio,,Trắng,2990000.0,No,https://cellphones.com.vn/apple-airpods-4.html,,Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 205 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 52 ngày              Chi tiết   Giảm 500K khi thanh toán qua thẻ tín dụng OCB                Kết thúc sau 21 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết,,
CellphoneS,Tai nghe Bluetooth Apple AirPods 4 chống ồn chủ động,,airpods_4_anc,AirPods 4 ANC Trắng,Audio,,Trắng,4290000.0,No,https://cellphones.com.vn/apple-airpods-4-chong-on-chu-dong.html,,Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 205 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 52 ngày              Chi tiết   Giảm 500K khi thanh toán qua thẻ tín dụng OCB                Kết thúc sau 21 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết,,
CellphoneS,iPhone 14 256GB,,iphone_14,iPhone 14 256GB Vàng,iPhone,256GB,Vàng,16290000.0,No,https://cellphones.com.vn/iphone-14-256gb.html,"Khuyến mãi đi kèm Ưu đãi & voucher Xem tất cả voucher Giảm 500k  Voucher iPhone  Áp dụng cho iPhone trong danh sách                Thu thập              Xem thể               lệ     1 Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone                          Xem chi tiết2 trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng                          Xem chi tiết3 Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop                          Xem chi tiết4 Tặng Sim/Esim 5G VNSKY, có ngay 3GB data/ngày+500 phút gọi Mobifone & VNSKY, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng                          Xem chi tiết5 Tặng PMH trị giá 300.000 đ cho AIRPODS MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết6 Tặng PMH trị giá 500.000 đ cho IPAD A16/MINI/AIR MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết7 Tặng PMH trị giá 1.000.000 đ cho IPAD PRO MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết8 Tặng PMH trị giá 1.000.000 đ cho MAC MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết9 Tặng PMH trị giá 1.500.000 đ cho APPLE WATCH S11/ ULTRA MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết10 Tặng PMH trị giá 1.000.000 đ cho APPLE WATCH SE MỚI - không áp dụng kèm ưu đãi khác/ HSSV                          Xem chi tiết",Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 205 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 52 ngày              Chi tiết   Giảm 500K khi thanh toán qua thẻ tín dụng OCB                Kết thúc sau 21 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết,,
CellphoneS,iPhone 14 Pro Max 128GB,,iphone_14_pro_max,iPhone 14 Pro Max 128GB Bạc,iPhone,128GB,Bạc,25590000.0,No,https://cellphones.com.vn/iphone-14-pro-max.html,,Ưu đãi thanh toán  Giảm tối đa 1 triệu khi thanh toán qua thẻ tín dụng Nam Á Bank                Kết thúc sau 205 ngày              Chi tiết   Giảm ngay 700K khi trả góp qua thẻ TECHCOMBANK                Kết thúc sau 52 ngày              Chi tiết   Giảm 500K khi thanh toán qua thẻ tín dụng OCB                Kết thúc sau 21 ngày              Chi tiết   Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC                Đang diễn ra              Chi tiết   Mở thẻ VIB nhận E-Voucher đến 600K                Đang diễn ra              Chi tiết   Giảm đến 500K khi mở thẻ TPBANK EVO                Đang diễn ra              Chi tiết,,
CellphoneS,Tai nghe Bluetooth Apple AirPods Pro 2 2023 USB-C,,airpods_pro_2,AirPods Pro 2 Trắng,Audio,,Trắng,4990000.0,No,https://cellphones.com.vn/apple-airpods-pro-2-usb-c.html,,,,
