Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;Tech_Specs;screenshot_name
iPad Air (M3) 11 inch WIFI 128GB;BLUE;Yes;16990000;13490000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 13.490.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ
Trợ giá thêm 500.000đ cho khách hàng lên đời máy";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb-pid347926.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/128GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 13 inch WIFI 1TB;STARLIGHT;Yes;35990000;25990000;2026-01-31;Giá áp dụng tới 31/12;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-13-inch-wifi-1tb-pid333018.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 13 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/1TB
Pin	Li-Po, 36.59 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 13 inch WIFI 5G 512GB;SPACE GREY;No;34490000;34490000;2026-01-31;;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-13-inch-wifi-5g-512gb-pid333021.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 13 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/512GB
Pin	Li-Po, 36.59 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 11 inch WIFI 5G 512GB;SPACE GREY;No;28990000;20990000;2026-01-31;Giá áp dụng tới 31/12;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-11-inch-wifi-5g-512gb-pid333010.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 11 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/512GB
Pin	Li-Po, 28.93 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 1TB;BLUE;Yes;30490000;25390000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 25.390.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-1tb-pid347929.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/1TB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 512GB;BLUE;No;24990000;20990000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 20.990.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-512gb-pid347928.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/512GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 128GB;STARLIGHT;Yes;16990000;13490000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 13.490.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ
Trợ giá thêm 500.000đ cho khách hàng lên đời máy";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb-pid347926.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/128GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 13 inch WIFI 1TB;SPACE GREY;Yes;35990000;25990000;2026-01-31;Giá áp dụng tới 31/12;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-13-inch-wifi-1tb-pid333018.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 13 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/1TB
Pin	Li-Po, 36.59 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 13 inch WIFI 5G 512GB;PURPLE;Yes;34490000;34490000;2026-01-31;;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-13-inch-wifi-5g-512gb-pid333021.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 13 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/512GB
Pin	Li-Po, 36.59 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 11 inch WIFI 5G 512GB;PURPLE;Yes;28990000;20990000;2026-01-31;Giá áp dụng tới 31/12;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-11-inch-wifi-5g-512gb-pid333010.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 11 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/512GB
Pin	Li-Po, 28.93 Wh
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 256GB;BLUE;Yes;19490000;15990000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 15.990.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-256gb-pid347927.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/256GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 1TB;Space Grey;Yes;30490000;25390000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 25.390.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-1tb-pid347929.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/1TB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 5G 128GB;BLUE;Yes;20990000;16990000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 16.990.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-5g-128gb-pid347930.html;"Thông số kỹ thuật
Thông tin hàng hóa
Hệ điều hành	iPadOS 18
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/128GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (M3) 11 inch WIFI 512GB;STARLIGHT;Yes;24990000;20990000;2026-01-31;"Giảm thêm 200.000đ cho học sinh, sinh viên
Trả góp 0% trên giá 20.990.000đ
Phiếu mua hàng mua Củ sạc chính hãng Apple 20W/EarPods/Cable trị giá 50.000đ
Phiếu mua hàng mua Keyboard/Pencil trị giá 500.000đ";Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-m3-11-inch-wifi-512gb-pid347928.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	11"" Retina IPS LCD
Chipset	Apple M3 8 nhân
Camera trước	Camera 12MP, ƒ/2.0
camera sau	12 MP ƒ/1.8
Ram / Rom	8GB/512GB
Pin	28.93 Wh Li-Po
Xem cấu hình chi tiết >";Skipped
iPad Air (Gen 6) M2 13 inch WIFI 1TB;PURPLE;Yes;35990000;25990000;2026-01-31;Giá áp dụng tới 31/12;Giảm 50% tối đa 250.000đ giá trị đơn hàng từ 0đ đối với người mới thanh toán qua Kredivo  Giảm 5% tối đa 500.000đ áp dụng kỳ hạn 6 9 12 tháng thanh toán qua Kredivo;https://viettelstore.vn/may-tinh-bang/ipad-air-gen-6-m2-13-inch-wifi-1tb-pid333018.html;"Thông số kỹ thuật
Thông tin hàng hóa
Màn hình	Retina IPS LCD, 13 inch
Chipset	Apple M2 8 nhân
Camera trước	12 MP
camera sau	12 MP
Ram / Rom	8GB/1TB
Pin	Li-Po, 36.59 Wh
Xem cấu hình chi tiết >";Skipped
