Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Other_promotion;Link;screenshot_name
Loa Bluetooth Marshall Kilburn II;Đen Vàng;Yes;8830000;7790000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 1,040,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 840,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-kilburn-ii;Skipped
Loa Bluetooth Marshall Middleton;Kem;Yes;8830000;6990000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 1,840,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 1,540,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-middleton;Skipped
Loa Bluetooth Marshall Kilburn III;Kem;Yes;10490000;10490000;2026-01-07;"Khuyến mãi được hưởng

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-kilburn-iii;Skipped
Loa Bluetooth Marshall Emberton II;Kem;Yes;4899000;3690000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 1,209,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 1,009,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-emberton-ii;Skipped
Loa Bluetooth Marshall Acton II;Trắng;No;7845000;7845000;2026-01-07;;;;https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-acton-ii;Skipped
Loa Bluetooth Marshall Acton III;Nâu;No;7850000;6990000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 860,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Tặng phiếu mua hàng 250,000đ

Khuyến mãi 2

Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-acton-iii;Skipped
Loa Bluetooth Marshall Emberton III;Xanh xô thơm;Yes;5300000;4770000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 530,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 410,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-emberton-iii;Skipped
Loa Bluetooth Marshall Middleton II;Kem;Yes;8990000;8290000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 700,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 300,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-middleton-ii;Skipped
Loa Bluetooth Marshall Stanmore III;Nâu;No;11780000;10590000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 1,190,000đ

Trả góp 0%

Khuyến mãi 2

Tặng túi lộc 790,000đ

Tặng bảo hành 1 đổi 1 trọn đời 


Tặng phiếu mua hàng 500,000đ";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-stanmore-iii;Skipped
Loa Bluetooth Marshall Willen;Kem;Yes;2739000;2490000;2026-01-07;"Khuyến mãi 1

Tặng túi lộc 249,000đ

Khuyến mãi 2

Trả góp 0%";;"Quà tặng và ưu đãi khác
Ưu đãi

Trả góp 0% lãi suất, MIỄN PHÍ chuyển đổi kì hạn 3 - 6 tháng qua thẻ tín dụng";https://fptshop.com.vn/phu-kien/loa-bluetooth-marshall-willen;Skipped
