Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;Voucher_Image;screenshot_name
iPhone 14 128GB;Đen;Yes;14990000;13690000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14.html;;iPhone_14_128GB_Đen_2025-12-18_08-08-06.png
iPad Air 11 inch M3 Wifi 256GB 2025;Xanh dương;Yes;19490000;16490000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 2 triệu khi thu cũ lên đời iPad   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/ipad-air-m3-11-inch-256gb.html;;iPad_Air_11_inch_M3_Wifi_256GB_2025_Xanh_dương_2025-12-18_08-08-18.png
iPhone 17 Pro Max 256GB;Xanh đậm;Yes;37990000;37890000;2025-12-18;"Khuyến mãi hấp dẫn
1
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
2
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-17-pro-max.html;;iPhone_17_Pro_Max_256GB_Xanh_đậm_2025-12-18_08-08-17.png
iPad Air 11 inch M3 Wifi 128GB 2025;Tím;Yes;16990000;13290000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 2 triệu khi thu cũ lên đời iPad   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/apple-ipad-air-m3.html;;iPad_Air_11_inch_M3_Wifi_128GB_2025_Tím_2025-12-18_08-08-17.png
iPad A16 Wifi 128GB 2025;Vàng;Yes;9990000;8690000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 2 triệu khi thu cũ lên đời iPad   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/ipad-a16-11-inch.html;;iPad_A16_Wifi_128GB_2025_Vàng_2025-12-18_08-08-18.png
MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB;Ánh sao;Yes;26990000;24990000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời Macbook   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-8gpu-16gb-256gb-2025.html;;MacBook_Air_M4_13_inch_2025_10CPU_8GPU_16GB_256GB_Ánh_sao_2025-12-18_08-08-18.png
iPad mini 7 2024 Wifi 128GB;Trắng vàng;Yes;13990000;11790000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 2 triệu khi thu cũ lên đời iPad   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/ipad-mini-7.html;;iPad_mini_7_2024_Wifi_128GB_Trắng_vàng_2025-12-18_08-08-19.png
Apple MacBook Air M2 2024 8CPU 8GPU 16GB 256GB;Trắng vàng;Yes;24990000;19690000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời Macbook   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/macbook-air-m2-2022-16gb.html;;Apple_MacBook_Air_M2_2024_8CPU_8GPU_16GB_256GB_Trắng_vàng_2025-12-18_08-08-19.png
iPad A16 5G 128GB 2025;Vàng;Yes;13990000;12990000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 2 triệu khi thu cũ lên đời iPad   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/ipad-a16-11-inch-5g.html;;iPad_A16_5G_128GB_2025_Vàng_2025-12-18_08-08-28.png
MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB;Ánh sao;Yes;31990000;30490000;2025-12-18;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời Macbook   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-10gpu-16gb-512gb-2025.html;;MacBook_Air_M4_13_inch_2025_10CPU_10GPU_16GB_512GB_Ánh_sao_2025-12-18_08-08-29.png
