Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;Voucher_Image;screenshot_name
iPhone 12 Pro Max 128GB;Bạc;No;28990000;23490000;2025-12-23;"Khuyến mãi hấp dẫn
1
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
2
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
3
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
4
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-12-pro-max.html;;Disabled
iPhone 12 Pro Max 128GB;Xanh dương;No;28990000;23490000;2025-12-23;"Khuyến mãi hấp dẫn
1
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
2
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
3
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
4
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-12-pro-max.html;;Disabled
iPhone 14 256GB;Xanh;Yes;18990000;16290000;2025-12-23;"Khuyến mãi hấp dẫn
1
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14-256gb.html;;Disabled
iPhone 14 Pro Max 128GB;Vàng;No;29990000;25590000;2025-12-23;"Khuyến mãi hấp dẫn
1
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
2
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
3
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
4
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14-pro-max.html;;Disabled
iPhone 13 128GB;Trắng;Yes;13990000;12090000;2025-12-23;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
2
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
3
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-13.html;;Disabled
iPhone 14 128GB;Trắng;Yes;14990000;13590000;2025-12-23;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14.html;;Disabled
iPhone 14 256GB;Trắng;Yes;18990000;16290000;2025-12-23;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14-256gb.html;;Disabled
iPhone 14 Pro Max 128GB;Bạc;No;29990000;25590000;2025-12-23;"Khuyến mãi hấp dẫn
1
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
4
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14-pro-max.html;;Disabled
iPhone 13 128GB;Đen;Yes;13990000;12090000;2025-12-23;"Khuyến mãi hấp dẫn
1
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
2
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
3
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-13.html;;Disabled
iPhone 14 128GB;Đen;Yes;14990000;13590000;2025-12-23;"Khuyến mãi hấp dẫn
1
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
2
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
3
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Pin dự phòng - Camera giám sát - Đồng hồ trẻ em - Gia dụng - Sức khỏe Làm đẹp khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14.html;;Disabled
iPhone 14 256GB;Đen;Yes;18990000;16290000;2025-12-23;"Khuyến mãi hấp dẫn
1
Đặc quyền trợ giá lên đến 3 triệu khi thu cũ lên đời iPhone   Xem chi tiết
2
trả góp 0% lãi suất, tối đa 12 tháng, trả trước từ 10% qua CTTC hoặc 0đ qua thẻ tín dụng   Xem chi tiết
3
Giảm ngay 5% tối đa 500k mua Apple Watch/Airpods khi mua iPhone   Xem chi tiết
4
Tặng Sim/Esim VNSKY, có ngay 5GB data 5G/ngày, miễn phí 30 ngày đầu - chỉ áp dụng tại cửa hàng   Xem chi tiết
5
Giảm thêm 10% cho Loa, Tai nghe, Máy tính bàn, TV (từ 10 triệu) khi mua Điện thoại/Laptop   Xem chi tiết";"Ưu đãi thanh toán
Xem chính sách ưu đãi dành cho thành viên Smember
 Giảm đến 5.000.000đ khi thanh toán qua Kredivo
 Hoàn tiền đến 2 triệu khi mở thẻ tín dụng HSBC
Mở thẻ VIB nhận E-Voucher đến 600K
Giảm 500K khi thanh toán bằng thẻ tín dụng HDBank
 Giảm 500K khi thanh toán qua thẻ tín dụng OCB
 Giảm 400K khi thanh toán bằng thẻ tín dụng Home Credit
 Giảm đến 500k khi mở thẻ TPBANK EVO
 Giảm đến 300K khi thanh toán qua VNPAY-QR
 Giảm 2% tối đa 200K khi thanh toán qua MOMO
Liên hệ B2B để được tư vấn giá tốt nhất cho khách hàng doanh nghiệp khi mua số lượng nhiều";https://cellphones.com.vn/iphone-14-256gb.html;;Disabled
